Project Name,Project Version,Project Author,Project License,Library Name,Library Version,Library Type,Library Author,Library License
socket.io,4.8.1,NA,MIT,postgres-emitter,0.1.1,library,NA,MIT
socket.io,4.8.1,NA,MIT,debug,4.1.12,library,NA,MIT
socket.io,4.8.1,NA,MIT,expect.js,0.3.32,library,NA,MIT
socket.io,4.8.1,NA,MIT,mocha,10.0.7,library,NA,MIT
socket.io,4.8.1,NA,MIT,node,18.15.3,library,NA,MIT
socket.io,4.8.1,NA,MIT,pg,8.15.5,library,NA,MIT
socket.io,4.8.1,NA,MIT,sinonjs__fake-timers,8.1.5,library,NA,MIT
socket.io,4.8.1,NA,MIT,cli,8.39.1,library,Christian Bromann,MIT
socket.io,4.8.1,NA,MIT,node,20.14.10,library,NA,MIT
socket.io,4.8.1,NA,MIT,chalk,5.3.0,library,NA,MIT
socket.io,4.8.1,NA,MIT,read-pkg-up,10.0.0,library,Sindre Sorhus,MIT
socket.io,4.8.1,NA,MIT,find-up,6.3.0,library,Sindre Sorhus,MIT
socket.io,4.8.1,NA,MIT,read-pkg,8.1.0,library,Sindre Sorhus,MIT
socket.io,4.8.1,NA,MIT,type-fest,4.21.0,library,Sindre Sorhus,NA
socket.io,4.8.1,NA,MIT,type-fest,3.13.1,library,Sindre Sorhus,NA
socket.io,4.8.1,NA,MIT,locate-path,7.2.0,library,Sindre Sorhus,MIT
socket.io,4.8.1,NA,MIT,path-exists,5.0.0,library,Sindre Sorhus,MIT
socket.io,4.8.1,NA,MIT,normalize-package-data,6.0.2,library,GitHub Inc.,BSD-2-Clause
socket.io,4.8.1,NA,MIT,parse-json,7.1.1,library,Sindre Sorhus,MIT
socket.io,4.8.1,NA,MIT,p-locate,6.0.0,library,Sindre Sorhus,MIT
socket.io,4.8.1,NA,MIT,hosted-git-info,7.0.2,library,GitHub Inc.,ISC
socket.io,4.8.1,NA,MIT,semver,7.6.2,library,GitHub Inc.,ISC
socket.io,4.8.1,NA,MIT,json-parse-even-better-errors,3.0.2,library,GitHub Inc.,MIT
socket.io,4.8.1,NA,MIT,lines-and-columns,2.0.4,library,Brian Donovan,MIT
socket.io,4.8.1,NA,MIT,p-limit,4.0.0,library,Sindre Sorhus,MIT
socket.io,4.8.1,NA,MIT,lru-cache,10.4.2,library,Isaac Z. Schlueter,ISC
socket.io,4.8.1,NA,MIT,yocto-queue,1.1.1,library,Sindre Sorhus,MIT
socket.io,4.8.1,NA,MIT,local-runner,8.39.1,library,Christian Bromann,MIT
socket.io,4.8.1,NA,MIT,node,20.14.10,library,NA,MIT
socket.io,4.8.1,NA,MIT,mocha-framework,8.39.0,library,Christian Bromann,MIT
socket.io,4.8.1,NA,MIT,node,20.14.10,library,NA,MIT
socket.io,4.8.1,NA,MIT,sauce-service,8.39.1,library,Christian Bromann,MIT
socket.io,4.8.1,NA,MIT,spec-reporter,8.39.0,library,Christian Bromann,MIT
socket.io,4.8.1,NA,MIT,chalk,5.3.0,library,NA,MIT
socket.io,4.8.1,NA,MIT,babel-loader,9.1.3,library,Luis Couto,MIT
socket.io,4.8.1,NA,MIT,find-cache-dir,4.0.0,library,Sindre Sorhus,MIT
socket.io,4.8.1,NA,MIT,pkg-dir,7.0.0,library,Sindre Sorhus,MIT
socket.io,4.8.1,NA,MIT,find-up,6.3.0,library,Sindre Sorhus,MIT
socket.io,4.8.1,NA,MIT,locate-path,7.2.0,library,Sindre Sorhus,MIT
socket.io,4.8.1,NA,MIT,path-exists,5.0.0,library,Sindre Sorhus,MIT
socket.io,4.8.1,NA,MIT,p-locate,6.0.0,library,Sindre Sorhus,MIT
socket.io,4.8.1,NA,MIT,p-limit,4.0.0,library,Sindre Sorhus,MIT
socket.io,4.8.1,NA,MIT,yocto-queue,1.1.1,library,Sindre Sorhus,MIT
socket.io,4.8.1,NA,MIT,base64-arraybuffer,1.0.2,library,Niklas von Hertzen,MIT
socket.io,4.8.1,NA,MIT,benchmark,2.1.4,library,Mathias Bynens,MIT
socket.io,4.8.1,NA,MIT,blob,0.1.0,library,NA,MIT
socket.io,4.8.1,NA,MIT,cookie,0.7.2,library,Roman Shtylman,MIT
socket.io,4.8.1,NA,MIT,eiows,7.1.0,library,NA,MIT
socket.io,4.8.1,NA,MIT,engine.io-client,3.5.2,library,NA,MIT
socket.io,4.8.1,NA,MIT,debug,3.1.0,library,TJ Holowaychuk,MIT
socket.io,4.8.1,NA,MIT,engine.io-parser,2.2.1,library,NA,MIT
socket.io,4.8.1,NA,MIT,xmlhttprequest-ssl,1.6.3,library,Michael de Wit,MIT
socket.io,4.8.1,NA,MIT,ms,2.0.0,library,NA,MIT
socket.io,4.8.1,NA,MIT,base64-arraybuffer,0.1.4,library,Niklas von Hertzen,MIT
socket.io,4.8.1,NA,MIT,blob,0.0.5,library,NA,MIT
socket.io,4.8.1,NA,MIT,engine.io-client,6.6.3,library,NA,MIT
socket.io,4.8.1,NA,MIT,engine.io-parser,5.2.3,library,NA,MIT
socket.io,4.8.1,NA,MIT,engine.io,6.6.4,library,Guillermo Rauch,MIT
socket.io,4.8.1,NA,MIT,expect.js,0.3.1,library,NA,NA
socket.io,4.8.1,NA,MIT,express-session,1.18.0,library,TJ Holowaychuk,MIT
socket.io,4.8.1,NA,MIT,cookie-signature,1.0.7,library,TJ Holowaychuk,MIT
socket.io,4.8.1,NA,MIT,cookie,0.6.0,library,Roman Shtylman,MIT
socket.io,4.8.1,NA,MIT,debug,2.6.9,library,TJ Holowaychuk,MIT
socket.io,4.8.1,NA,MIT,ms,2.0.0,library,NA,MIT
socket.io,4.8.1,NA,MIT,express,4.19.2,library,TJ Holowaychuk,MIT
socket.io,4.8.1,NA,MIT,cookie,0.6.0,library,Roman Shtylman,MIT
socket.io,4.8.1,NA,MIT,debug,2.6.9,library,TJ Holowaychuk,MIT
socket.io,4.8.1,NA,MIT,ms,2.0.0,library,NA,MIT
socket.io,4.8.1,NA,MIT,has-cors,1.1.0,library,Nathan Rajlich,MIT
socket.io,4.8.1,NA,MIT,helmet,7.1.0,library,Adam Baldwin,MIT
socket.io,4.8.1,NA,MIT,ioredis,5.4.1,library,Zihua Li,MIT
socket.io,4.8.1,NA,MIT,mocha,10.6.0,library,TJ Holowaychuk,MIT
socket.io,4.8.1,NA,MIT,escape-string-regexp,4.0.0,library,Sindre Sorhus,MIT
socket.io,4.8.1,NA,MIT,glob,8.1.0,library,Isaac Z. Schlueter,ISC
socket.io,4.8.1,NA,MIT,minimatch,5.1.6,library,Isaac Z. Schlueter,ISC
socket.io,4.8.1,NA,MIT,ms,2.1.3,library,NA,MIT
socket.io,4.8.1,NA,MIT,yargs-parser,20.2.9,library,Ben Coe,ISC
socket.io,4.8.1,NA,MIT,yargs,16.2.0,library,NA,MIT
socket.io,4.8.1,NA,MIT,brace-expansion,2.0.1,library,Julian Gruber,MIT
socket.io,4.8.1,NA,MIT,cliui,7.0.4,library,Ben Coe,ISC
socket.io,4.8.1,NA,MIT,y18n,5.0.8,library,Ben Coe,ISC
socket.io,4.8.1,NA,MIT,node-forge,1.3.1,library,"Digital Bazaar, Inc.",NA
socket.io,4.8.1,NA,MIT,nyc,17.0.0,library,Ben Coe,ISC
socket.io,4.8.1,NA,MIT,convert-source-map,1.9.0,library,Thorsten Lorenz,MIT
socket.io,4.8.1,NA,MIT,find-cache-dir,3.3.2,library,NA,MIT
socket.io,4.8.1,NA,MIT,find-up,4.1.0,library,Sindre Sorhus,MIT
socket.io,4.8.1,NA,MIT,istanbul-lib-instrument,6.0.3,library,Krishnan Anantheswaran,BSD-3-Clause
socket.io,4.8.1,NA,MIT,semver,7.6.2,library,GitHub Inc.,ISC
socket.io,4.8.1,NA,MIT,make-dir,3.1.0,library,Sindre Sorhus,MIT
socket.io,4.8.1,NA,MIT,rimraf,3.0.2,library,Isaac Z. Schlueter,ISC
socket.io,4.8.1,NA,MIT,yargs,15.4.1,library,NA,MIT
socket.io,4.8.1,NA,MIT,pkg-dir,4.2.0,library,Sindre Sorhus,MIT
socket.io,4.8.1,NA,MIT,locate-path,5.0.0,library,Sindre Sorhus,MIT
socket.io,4.8.1,NA,MIT,cliui,6.0.0,library,Ben Coe,ISC
socket.io,4.8.1,NA,MIT,yargs-parser,18.1.3,library,Ben Coe,ISC
socket.io,4.8.1,NA,MIT,p-locate,4.1.0,library,Sindre Sorhus,MIT
socket.io,4.8.1,NA,MIT,wrap-ansi,6.2.0,library,Sindre Sorhus,MIT
socket.io,4.8.1,NA,MIT,p-limit,2.3.0,library,Sindre Sorhus,MIT
socket.io,4.8.1,NA,MIT,ansi-styles,4.3.0,library,Sindre Sorhus,MIT
socket.io,4.8.1,NA,MIT,color-convert,2.0.1,library,Heather Arthur,MIT
socket.io,4.8.1,NA,MIT,color-name,1.1.4,library,DY,MIT
socket.io,4.8.1,NA,MIT,pg,8.16.3,library,Brian Carlson,MIT
socket.io,4.8.1,NA,MIT,prettier,3.3.3,library,James Long,MIT
socket.io,4.8.1,NA,MIT,redis,4.6.15,library,NA,MIT
socket.io,4.8.1,NA,MIT,rimraf,6.0.0,library,Isaac Z. Schlueter,ISC
socket.io,4.8.1,NA,MIT,glob,11.0.0,library,Isaac Z. Schlueter,ISC
socket.io,4.8.1,NA,MIT,foreground-child,3.2.1,library,Isaac Z. Schlueter,ISC
socket.io,4.8.1,NA,MIT,minimatch,10.0.1,library,Isaac Z. Schlueter,ISC
socket.io,4.8.1,NA,MIT,signal-exit,4.1.0,library,Ben Coe,ISC
socket.io,4.8.1,NA,MIT,brace-expansion,2.0.1,library,Julian Gruber,MIT
socket.io,4.8.1,NA,MIT,rollup-plugin-terser,7.0.2,library,Bogdan Chadkin,MIT
socket.io,4.8.1,NA,MIT,serialize-javascript,4.0.0,library,Eric Ferraiuolo,BSD-3-Clause
socket.io,4.8.1,NA,MIT,rollup,2.79.1,library,Rich Harris,MIT
socket.io,4.8.1,NA,MIT,should,13.2.3,library,TJ Holowaychuk,MIT
socket.io,4.8.1,NA,MIT,socket.io-adapter,2.5.5,library,NA,MIT
socket.io,4.8.1,NA,MIT,socket.io-client,2.5.0,library,NA,MIT
socket.io,4.8.1,NA,MIT,debug,3.1.0,library,TJ Holowaychuk,MIT
socket.io,4.8.1,NA,MIT,engine.io-client,3.5.4,library,NA,MIT
socket.io,4.8.1,NA,MIT,socket.io-parser,3.3.3,library,NA,MIT
socket.io,4.8.1,NA,MIT,ms,2.0.0,library,NA,MIT
socket.io,4.8.1,NA,MIT,engine.io-parser,2.2.1,library,NA,MIT
socket.io,4.8.1,NA,MIT,xmlhttprequest-ssl,1.6.3,library,Michael de Wit,MIT
socket.io,4.8.1,NA,MIT,isarray,2.0.1,library,Julian Gruber,MIT
socket.io,4.8.1,NA,MIT,base64-arraybuffer,0.1.4,library,Niklas von Hertzen,MIT
socket.io,4.8.1,NA,MIT,blob,0.0.5,library,NA,MIT
socket.io,4.8.1,NA,MIT,socket.io-client,4.8.1,library,NA,MIT
socket.io,4.8.1,NA,MIT,socket.io-msgpack-parser,3.0.2,library,Damien Arrachequesne,MIT
socket.io,4.8.1,NA,MIT,socket.io-parser,4.2.4,library,NA,MIT
socket.io,4.8.1,NA,MIT,socket.io,4.8.1,library,NA,MIT
socket.io,4.8.1,NA,MIT,superagent,9.0.2,library,TJ Holowaychuk,MIT
socket.io,4.8.1,NA,MIT,mime,2.6.0,library,Robert Kieffer,MIT
socket.io,4.8.1,NA,MIT,supertest,7.0.0,library,TJ Holowaychuk,MIT
socket.io,4.8.1,NA,MIT,text-blob-builder,0.0.1,library,Kevin Roark,ISC
socket.io,4.8.1,NA,MIT,ts-loader,9.5.1,library,John Reilly,MIT
socket.io,4.8.1,NA,MIT,chalk,4.1.2,library,NA,MIT
socket.io,4.8.1,NA,MIT,enhanced-resolve,5.17.0,library,Tobias Koppers @sokra,MIT
socket.io,4.8.1,NA,MIT,semver,7.6.2,library,GitHub Inc.,ISC
socket.io,4.8.1,NA,MIT,source-map,0.7.4,library,Nick Fitzgerald,BSD-3-Clause
socket.io,4.8.1,NA,MIT,ansi-styles,4.3.0,library,Sindre Sorhus,MIT
socket.io,4.8.1,NA,MIT,supports-color,7.2.0,library,Sindre Sorhus,MIT
socket.io,4.8.1,NA,MIT,tapable,2.2.1,library,Tobias Koppers @sokra,MIT
socket.io,4.8.1,NA,MIT,color-convert,2.0.1,library,Heather Arthur,MIT
socket.io,4.8.1,NA,MIT,color-name,1.1.4,library,DY,MIT
socket.io,4.8.1,NA,MIT,ts-node,10.9.2,library,Blake Embrey,MIT
socket.io,4.8.1,NA,MIT,acorn-walk,8.3.3,library,NA,MIT
socket.io,4.8.1,NA,MIT,diff,4.0.2,library,NA,BSD-3-Clause
socket.io,4.8.1,NA,MIT,tsd,0.31.1,library,Sam Verschueren,MIT
socket.io,4.8.1,NA,MIT,typescript,5.5.3,library,Microsoft Corp.,Apache-2.0
socket.io,4.8.1,NA,MIT,uWebSockets.js,20.48.0,library,NA,Apache-2.0
socket.io,4.8.1,NA,MIT,wdio-geckodriver-service,5.0.2,library,Rafal Skorka,MIT
socket.io,4.8.1,NA,MIT,remapping,2.3.0,library,Justin Ridgewell,Apache-2.0
socket.io,4.8.1,NA,MIT,code-frame,7.24.7,library,The Babel Team,MIT
socket.io,4.8.1,NA,MIT,generator,7.24.7,library,The Babel Team,MIT
socket.io,4.8.1,NA,MIT,helper-compilation-targets,7.24.7,library,The Babel Team,MIT
socket.io,4.8.1,NA,MIT,helper-module-transforms,7.24.7,library,The Babel Team,MIT
socket.io,4.8.1,NA,MIT,helpers,7.24.7,library,The Babel Team,MIT
socket.io,4.8.1,NA,MIT,parser,7.24.7,library,The Babel Team,MIT
socket.io,4.8.1,NA,MIT,template,7.24.7,library,The Babel Team,MIT
socket.io,4.8.1,NA,MIT,traverse,7.24.7,library,The Babel Team,MIT
socket.io,4.8.1,NA,MIT,types,7.24.7,library,The Babel Team,MIT
socket.io,4.8.1,NA,MIT,convert-source-map,2.0.0,library,Thorsten Lorenz,MIT
socket.io,4.8.1,NA,MIT,debug,4.3.5,library,Josh Junon,MIT
socket.io,4.8.1,NA,MIT,gensync,1.0.0-beta.2,library,Logan Smyth,MIT
socket.io,4.8.1,NA,MIT,json5,2.2.3,library,Aseem Kishore,MIT
socket.io,4.8.1,NA,MIT,semver,6.3.1,library,GitHub Inc.,ISC
socket.io,4.8.1,NA,MIT,helper-plugin-utils,7.24.7,library,The Babel Team,MIT
socket.io,4.8.1,NA,MIT,compat-data,7.24.7,library,The Babel Team,MIT
socket.io,4.8.1,NA,MIT,helper-validator-option,7.24.7,library,The Babel Team,MIT
socket.io,4.8.1,NA,MIT,plugin-bugfix-firefox-class-in-computed-class-key,7.24.7,library,The Babel Team,MIT
socket.io,4.8.1,NA,MIT,plugin-bugfix-safari-id-destructuring-collision-in-function-expression,7.24.7,library,The Babel Team,MIT
socket.io,4.8.1,NA,MIT,plugin-bugfix-v8-spread-parameters-in-optional-chaining,7.24.7,library,The Babel Team,MIT
socket.io,4.8.1,NA,MIT,plugin-bugfix-v8-static-class-fields-redefine-readonly,7.24.7,library,The Babel Team,MIT
socket.io,4.8.1,NA,MIT,plugin-proposal-private-property-in-object,7.21.0-placeholder-for-preset-env.2,library,The Babel Team,MIT
socket.io,4.8.1,NA,MIT,plugin-syntax-async-generators,7.8.4,library,NA,MIT
socket.io,4.8.1,NA,MIT,plugin-syntax-class-properties,7.12.13,library,NA,MIT
socket.io,4.8.1,NA,MIT,plugin-syntax-class-static-block,7.14.5,library,The Babel Team,MIT
socket.io,4.8.1,NA,MIT,plugin-syntax-dynamic-import,7.8.3,library,NA,MIT
socket.io,4.8.1,NA,MIT,plugin-syntax-export-namespace-from,7.8.3,library,NA,MIT
socket.io,4.8.1,NA,MIT,plugin-syntax-import-assertions,7.24.7,library,The Babel Team,MIT
socket.io,4.8.1,NA,MIT,plugin-syntax-import-attributes,7.24.7,library,The Babel Team,MIT
socket.io,4.8.1,NA,MIT,plugin-syntax-import-meta,7.10.4,library,NA,MIT
socket.io,4.8.1,NA,MIT,plugin-syntax-json-strings,7.8.3,library,NA,MIT
socket.io,4.8.1,NA,MIT,plugin-syntax-logical-assignment-operators,7.10.4,library,NA,MIT
socket.io,4.8.1,NA,MIT,plugin-syntax-nullish-coalescing-operator,7.8.3,library,NA,MIT
socket.io,4.8.1,NA,MIT,plugin-syntax-numeric-separator,7.10.4,library,NA,MIT
socket.io,4.8.1,NA,MIT,plugin-syntax-object-rest-spread,7.8.3,library,NA,MIT
socket.io,4.8.1,NA,MIT,plugin-syntax-optional-catch-binding,7.8.3,library,NA,MIT
socket.io,4.8.1,NA,MIT,plugin-syntax-optional-chaining,7.8.3,library,NA,MIT
socket.io,4.8.1,NA,MIT,plugin-syntax-private-property-in-object,7.14.5,library,The Babel Team,MIT
socket.io,4.8.1,NA,MIT,plugin-syntax-top-level-await,7.14.5,library,The Babel Team,MIT
socket.io,4.8.1,NA,MIT,plugin-syntax-unicode-sets-regex,7.18.6,library,The Babel Team,MIT
socket.io,4.8.1,NA,MIT,plugin-transform-arrow-functions,7.24.7,library,The Babel Team,MIT
socket.io,4.8.1,NA,MIT,plugin-transform-async-generator-functions,7.24.7,library,The Babel Team,MIT
socket.io,4.8.1,NA,MIT,plugin-transform-async-to-generator,7.24.7,library,The Babel Team,MIT
socket.io,4.8.1,NA,MIT,plugin-transform-block-scoped-functions,7.24.7,library,The Babel Team,MIT
socket.io,4.8.1,NA,MIT,plugin-transform-block-scoping,7.24.7,library,The Babel Team,MIT
socket.io,4.8.1,NA,MIT,plugin-transform-class-properties,7.24.7,library,The Babel Team,MIT
socket.io,4.8.1,NA,MIT,plugin-transform-class-static-block,7.24.7,library,The Babel Team,MIT
socket.io,4.8.1,NA,MIT,plugin-transform-classes,7.24.7,library,The Babel Team,MIT
socket.io,4.8.1,NA,MIT,plugin-transform-computed-properties,7.24.7,library,The Babel Team,MIT
socket.io,4.8.1,NA,MIT,plugin-transform-destructuring,7.24.7,library,The Babel Team,MIT
socket.io,4.8.1,NA,MIT,plugin-transform-dotall-regex,7.24.7,library,The Babel Team,MIT
socket.io,4.8.1,NA,MIT,plugin-transform-duplicate-keys,7.24.7,library,The Babel Team,MIT
socket.io,4.8.1,NA,MIT,plugin-transform-dynamic-import,7.24.7,library,The Babel Team,MIT
socket.io,4.8.1,NA,MIT,plugin-transform-exponentiation-operator,7.24.7,library,The Babel Team,MIT
socket.io,4.8.1,NA,MIT,plugin-transform-export-namespace-from,7.24.7,library,The Babel Team,MIT
socket.io,4.8.1,NA,MIT,plugin-transform-for-of,7.24.7,library,The Babel Team,MIT
socket.io,4.8.1,NA,MIT,plugin-transform-function-name,7.24.7,library,The Babel Team,MIT
socket.io,4.8.1,NA,MIT,plugin-transform-json-strings,7.24.7,library,The Babel Team,MIT
socket.io,4.8.1,NA,MIT,plugin-transform-literals,7.24.7,library,The Babel Team,MIT
socket.io,4.8.1,NA,MIT,plugin-transform-logical-assignment-operators,7.24.7,library,The Babel Team,MIT
socket.io,4.8.1,NA,MIT,plugin-transform-member-expression-literals,7.24.7,library,The Babel Team,MIT
socket.io,4.8.1,NA,MIT,plugin-transform-modules-amd,7.24.7,library,The Babel Team,MIT
socket.io,4.8.1,NA,MIT,plugin-transform-modules-commonjs,7.24.7,library,The Babel Team,MIT
socket.io,4.8.1,NA,MIT,plugin-transform-modules-systemjs,7.24.7,library,The Babel Team,MIT
socket.io,4.8.1,NA,MIT,plugin-transform-modules-umd,7.24.7,library,The Babel Team,MIT
socket.io,4.8.1,NA,MIT,plugin-transform-named-capturing-groups-regex,7.24.7,library,The Babel Team,MIT
socket.io,4.8.1,NA,MIT,plugin-transform-new-target,7.24.7,library,The Babel Team,MIT
socket.io,4.8.1,NA,MIT,plugin-transform-nullish-coalescing-operator,7.24.7,library,The Babel Team,MIT
socket.io,4.8.1,NA,MIT,plugin-transform-numeric-separator,7.24.7,library,The Babel Team,MIT
socket.io,4.8.1,NA,MIT,plugin-transform-object-rest-spread,7.24.7,library,The Babel Team,MIT
socket.io,4.8.1,NA,MIT,plugin-transform-object-super,7.24.7,library,The Babel Team,MIT
socket.io,4.8.1,NA,MIT,plugin-transform-optional-catch-binding,7.24.7,library,The Babel Team,MIT
socket.io,4.8.1,NA,MIT,plugin-transform-optional-chaining,7.24.7,library,The Babel Team,MIT
socket.io,4.8.1,NA,MIT,plugin-transform-parameters,7.24.7,library,The Babel Team,MIT
socket.io,4.8.1,NA,MIT,plugin-transform-private-methods,7.24.7,library,The Babel Team,MIT
socket.io,4.8.1,NA,MIT,plugin-transform-private-property-in-object,7.24.7,library,The Babel Team,MIT
socket.io,4.8.1,NA,MIT,plugin-transform-property-literals,7.24.7,library,The Babel Team,MIT
socket.io,4.8.1,NA,MIT,plugin-transform-regenerator,7.24.7,library,The Babel Team,MIT
socket.io,4.8.1,NA,MIT,plugin-transform-reserved-words,7.24.7,library,The Babel Team,MIT
socket.io,4.8.1,NA,MIT,plugin-transform-shorthand-properties,7.24.7,library,The Babel Team,MIT
socket.io,4.8.1,NA,MIT,plugin-transform-spread,7.24.7,library,The Babel Team,MIT
socket.io,4.8.1,NA,MIT,plugin-transform-sticky-regex,7.24.7,library,The Babel Team,MIT
socket.io,4.8.1,NA,MIT,plugin-transform-template-literals,7.24.7,library,The Babel Team,MIT
socket.io,4.8.1,NA,MIT,plugin-transform-typeof-symbol,7.24.7,library,The Babel Team,MIT
socket.io,4.8.1,NA,MIT,plugin-transform-unicode-escapes,7.24.7,library,The Babel Team,MIT
socket.io,4.8.1,NA,MIT,plugin-transform-unicode-property-regex,7.24.7,library,The Babel Team,MIT
socket.io,4.8.1,NA,MIT,plugin-transform-unicode-regex,7.24.7,library,The Babel Team,MIT
socket.io,4.8.1,NA,MIT,plugin-transform-unicode-sets-regex,7.24.7,library,The Babel Team,MIT
socket.io,4.8.1,NA,MIT,preset-modules,0.1.6-no-external-plugins,library,NA,MIT
socket.io,4.8.1,NA,MIT,babel-plugin-polyfill-corejs2,0.4.11,library,NA,MIT
socket.io,4.8.1,NA,MIT,babel-plugin-polyfill-corejs3,0.10.4,library,NA,MIT
socket.io,4.8.1,NA,MIT,babel-plugin-polyfill-regenerator,0.6.2,library,NA,MIT
socket.io,4.8.1,NA,MIT,core-js-compat,3.37.1,library,Denis Pushkarev,MIT
socket.io,4.8.1,NA,MIT,clone-deep,4.0.1,library,Jon Schlinkert,MIT
socket.io,4.8.1,NA,MIT,find-cache-dir,2.1.0,library,NA,MIT
socket.io,4.8.1,NA,MIT,make-dir,2.1.0,library,Sindre Sorhus,MIT
socket.io,4.8.1,NA,MIT,semver,5.7.2,library,GitHub Inc.,ISC
socket.io,4.8.1,NA,MIT,pirates,4.0.6,library,Ari Porad,MIT
socket.io,4.8.1,NA,MIT,source-map-support,0.5.21,library,NA,MIT
socket.io,4.8.1,NA,MIT,source-map,0.6.1,library,Nick Fitzgerald,BSD-3-Clause
socket.io,4.8.1,NA,MIT,bindings,1.5.0,library,Nathan Rajlich,MIT
socket.io,4.8.1,NA,MIT,cmake-js,7.3.0,library,Gábor Mező aka unbornchikken,MIT
socket.io,4.8.1,NA,MIT,semver,7.6.3,library,GitHub Inc.,ISC
socket.io,4.8.1,NA,MIT,node-addon-api,7.1.1,library,NA,MIT
socket.io,4.8.1,NA,MIT,prebuild-install,7.1.2,library,Mathias Buus,MIT
socket.io,4.8.1,NA,MIT,helper-module-imports,7.24.7,library,The Babel Team,MIT
socket.io,4.8.1,NA,MIT,pluginutils,5.1.0,library,Rich Harris,MIT
socket.io,4.8.1,NA,MIT,commondir,1.0.1,library,James Halliday,MIT
socket.io,4.8.1,NA,MIT,estree-walker,2.0.2,library,Rich Harris,MIT
socket.io,4.8.1,NA,MIT,is-reference,1.2.1,library,Rich Harris,MIT
socket.io,4.8.1,NA,MIT,magic-string,0.30.10,library,Rich Harris,MIT
socket.io,4.8.1,NA,MIT,resolve,1.20.2,library,NA,MIT
socket.io,4.8.1,NA,MIT,deepmerge,4.3.1,library,NA,MIT
socket.io,4.8.1,NA,MIT,is-builtin-module,3.2.1,library,Sindre Sorhus,MIT
socket.io,4.8.1,NA,MIT,is-module,1.0.0,library,Jonathan Ong,MIT
socket.io,4.8.1,NA,MIT,resolve,1.22.8,library,James Halliday,MIT
socket.io,4.8.1,NA,MIT,commons,3.0.1,library,NA,BSD-3-Clause
socket.io,4.8.1,NA,MIT,msgpack,2.8.0,library,The MessagePack community,ISC
socket.io,4.8.1,NA,MIT,debug,4.3.1,library,TJ Holowaychuk,MIT
socket.io,4.8.1,NA,MIT,ms,0.7.34,library,NA,MIT
socket.io,4.8.1,NA,MIT,pg-protocol,1.10.3,library,NA,MIT
socket.io,4.8.1,NA,MIT,pg-types,2.2.0,library,Brian M. Carlson,MIT
socket.io,4.8.1,NA,MIT,snapshot,1.6.0,library,NA,MIT
socket.io,4.8.1,NA,MIT,config,8.39.0,library,Christian Bromann,MIT
socket.io,4.8.1,NA,MIT,decamelize,6.0.0,library,Sindre Sorhus,MIT
socket.io,4.8.1,NA,MIT,glob,10.4.5,library,Isaac Z. Schlueter,ISC
socket.io,4.8.1,NA,MIT,foreground-child,3.2.1,library,Isaac Z. Schlueter,ISC
socket.io,4.8.1,NA,MIT,jackspeak,3.4.2,library,Isaac Z. Schlueter,BlueOak-1.0.0
